carte_la_plus_petite,derniere_carte,nombre_joueurs,temps_attente
7,1,5,12.042576340232733
9,7,5,10.431599631456892
32,9,5,5.812518205253763
36,32,5,2.1516103534484152
42,36,5,6.03888024066834
63,42,5,13.377117589521893
65,63,5,11.849334688845786
70,65,5,11.685854086020164
87,70,5,2.67941043814095
19,-1,2,6.786156206712268
42,19,2,12.681004391584258
57,42,2,8.422874928315107
60,57,2,14.029089203445002
67,60,2,12.748871096949363
72,67,2,2.3486264594535857
73,72,2,13.080075436018854
82,73,2,12.180249100911094
83,82,2,3.4572650213845018
93,83,2,10.064222423697693
6,-1,2,8.57256779261543
21,6,2,9.720573126647484
35,21,2,5.0832160976890295
37,35,2,14.16495612987884
50,37,2,12.294748332786225
59,50,2,2.209237397475478
60,59,2,11.478744441110742
79,60,2,13.343583376338014
83,79,2,10.272450301667574
100,83,2,5.451155017704699
2,-1,5,5.702946009615584
11,2,5,9.41976053223096
13,11,5,3.525903923217891
15,13,5,2.132038544462563
25,15,5,10.488203806758921
35,25,5,7.315112534293878
41,35,5,6.758644301983181
48,41,5,13.35239768896488
74,48,5,7.23026561730366
89,74,5,7.138949981369376
3,-1,4,9.805689854018278
15,3,4,9.676451297825556
27,15,4,11.655763223974672
28,27,4,10.50333668284425
30,28,4,10.382051774722292
37,30,4,1.8150095929004648
51,37,4,8.200585490475678
54,51,4,2.032548141239575
61,54,4,2.9636910742296925
63,61,4,6.729684397882508
6,-1,4,1.6109355330163537
7,6,4,6.85133492832848
26,7,4,3.4189040859304454
29,26,4,10.342078257021184
48,29,4,7.495057737607318
64,48,4,10.146264196373517
69,64,4,11.39418807599873
72,69,4,6.9274152713782104
81,72,4,1.657532318572398
85,81,4,4.799434358107191
19,-1,4,11.252454743292832
36,19,4,13.20139319745682
46,36,4,5.9273576554665155
49,46,4,1.647541786477353
52,49,4,6.755837161216828
56,52,4,11.00404505129714
61,56,4,14.154867719217137
85,61,4,10.886048034760144
89,85,4,1.165258590137285
93,89,4,11.766811911814779
8,-1,2,14.895632692772283
19,8,2,5.893533493257448
28,19,2,13.511538894523113
29,28,2,5.427065316263405
34,29,2,4.672107848287916
39,34,2,14.516763612342627
51,39,2,3.788564065390773
53,51,2,10.736006235566862
62,53,2,13.241586213442108
80,62,2,4.946686228434828
2,-1,3,12.993914514015273
9,2,3,7.242244450470674
12,9,3,8.155475283248556
22,12,3,1.5605798096902213
32,22,3,13.914890762332952
42,32,3,11.11502688524977
48,42,3,14.88671700407288
55,48,3,3.2551326758604047
87,55,3,7.066027517921636
97,87,3,1.7858218619336779
4,-1,4,9.511780273785906
8,4,4,12.710225598231553
16,8,4,3.875872381445233
35,16,4,7.883616388274745
38,35,4,10.669865897544463
55,38,4,5.408137748812891
64,55,4,10.29708819010742
67,64,4,9.63148119508825
80,67,4,3.85395982034788
83,80,4,7.762237754844735
3,-1,3,10.938799568845434
38,3,3,13.217586786724322
43,38,3,11.833212500500084
68,43,3,6.885857617855004
70,68,3,1.3157042111742043
82,70,3,4.348227249002042
84,82,3,4.133160850394567
87,84,3,11.225768578039702
88,87,3,5.604998417997194
90,88,3,2.640165218022309
11,-1,4,7.99233629959757
24,11,4,2.9484197196466626
29,24,4,3.883038314113379
32,29,4,2.905824326487698
38,32,4,1.555898762533352
43,38,4,8.71654625136803
86,43,4,3.0203813807282636
92,86,4,7.857088388923916
95,92,4,9.857105963856917
99,95,4,8.116148971492102
15,-1,5,3.3775079185976113
36,15,5,10.472394607571509
37,36,5,1.4549115023768842
38,37,5,12.94442461091048
53,38,5,1.2603098050517512
66,53,5,13.050879318906022
71,66,5,6.635797638176697
75,71,5,12.312252601051407
92,75,5,7.824686655840102
98,92,5,6.314621183879164
15,-1,4,5.124163090522245
16,15,4,10.009714398101261
22,16,4,1.8023324047246916
23,22,4,14.404042716133691
25,23,4,6.583515599629762
63,25,4,5.4575732619014765
70,63,4,2.4916701130849512
80,70,4,1.4114424109302457
81,80,4,4.7325477694557865
88,81,4,11.571840303253852
9,-1,5,12.724086133694973
16,9,5,14.204116636783072
18,16,5,2.3854984103900962
21,18,5,13.385663860727076
52,21,5,13.949460102108556
55,52,5,7.254361495845437
64,55,5,7.454121115397608
65,64,5,10.563983362907116
82,65,5,9.076124558366635
93,82,5,10.180128252915031
8,-1,3,7.461473345399799
21,8,3,9.497742454061228
25,21,3,5.572839368033296
45,25,3,1.1835541638120282
58,45,3,4.165276307660804
71,58,3,6.282264296250804
77,71,3,9.821139595795449
81,77,3,4.058093893982602
94,81,3,7.917247537403117
100,94,3,10.969349237265133
5,-1,2,5.540786543649473
17,5,2,6.4400661743106085
23,17,2,1.3173524018464282
30,23,2,9.96265281863986
36,30,2,12.909836412679708
50,36,2,6.428288213908234
63,50,2,4.886787054613312
73,63,2,5.063235823344012
77,73,2,2.2053339714535296
87,77,2,2.797326800257575
19,-1,3,14.640182730187496
21,19,3,8.84813715471923
39,21,3,6.617322092993463
42,39,3,14.83771767575748
45,42,3,3.999832302684374
79,45,3,12.167124420826104
82,79,3,6.959159062146642
84,82,3,14.441582129918679
88,84,3,10.74773568395284
95,88,3,8.821274538533203
5,-1,3,14.713819942051723
6,5,3,10.906390743282309
11,6,3,14.962212024614972
14,11,3,12.726415348236792
21,14,3,5.190658404540725
29,21,3,4.924422577554052
39,29,3,5.833092556376949
84,39,3,12.766450044673482
87,84,3,2.9417407418289607
89,87,3,6.940974652229863
27,-1,5,4.972383377592751
34,27,5,12.396087626605087
51,34,5,1.0041070763408881
62,51,5,10.679707133444976
67,62,5,10.203046126177176
77,67,5,11.835911630464729
83,77,5,10.063857868474189
84,83,5,9.313699673354037
97,84,5,8.61386574435673
98,97,5,2.8398742659200646
10,-1,2,3.7066955280946132
13,10,2,13.733868767232156
14,13,2,12.47407338944379
20,14,2,2.197818882469118
28,20,2,11.951318275001324
34,28,2,5.139028484784516
47,34,2,7.196980718475034
75,47,2,7.5603496733907924
97,75,2,9.291331026551385
100,97,2,1.1025326364263006
9,-1,2,1.1495201574609255
24,9,2,1.9187741936320841
27,24,2,9.555768954832827
47,27,2,10.019064208307002
59,47,2,7.202063609702369
63,59,2,13.72019077352652
81,63,2,9.659832591691325
89,81,2,4.9875081626010065
94,89,2,10.462069865791918
100,94,2,12.578359970131801
50,-1,3,11.670996812975066
54,50,3,11.425930247247683
58,54,3,11.196430904367501
76,58,3,1.5354780912453767
81,76,3,3.021980259040048
82,81,3,14.014399226632436
87,82,3,6.066765648660843
94,87,3,1.4114156498712742
97,94,3,3.864194252162508
99,97,3,4.501936994118766
11,-1,4,1.812576189940024
26,11,4,11.10751245557896
33,26,4,5.068750513216341
42,33,4,6.689606314688747
56,42,4,8.055082261817951
64,56,4,7.369072036915389
65,64,4,11.874343736240021
68,65,4,14.051095130347884
79,68,4,4.647007168139397
86,79,4,9.795384618838089
25,-1,3,9.68698452442622
50,25,3,5.477369385574199
55,50,3,8.378550651848492
60,55,3,1.4692215641137139
75,60,3,6.581472612388854
76,75,3,6.9615273776215405
80,76,3,11.416413433096194
86,80,3,4.469073750563728
92,86,3,2.6657837298454634
98,92,3,11.382076124837866
12,-1,3,2.6287989477604468
13,12,3,7.3114698398404805
18,13,3,6.5345052268180295
58,18,3,12.707939051218766
63,58,3,3.8411399675745193
74,63,3,12.262775329754817
82,74,3,2.4032484503918172
85,82,3,9.700513122843692
95,85,3,6.0437803539905826
100,95,3,4.631466227309472
6,-1,5,11.412562812047309
7,6,5,14.144112453955094
8,7,5,7.95870979373666
19,8,5,11.042241510694577
23,19,5,11.320472621031783
58,23,5,10.292806285157834
67,58,5,11.305305642723013
79,67,5,7.56548660124805
92,79,5,1.7795091229848068
96,92,5,9.512109636303986
12,-1,3,8.241382726530308
13,12,3,1.1206420989595123
18,13,3,11.616527924089588
34,18,3,3.607634719180378
36,34,3,7.95823706869267
47,36,3,10.309565654404192
67,47,3,2.5466866687143943
75,67,3,1.9138066886118899
83,75,3,11.932596961282217
95,83,3,7.218656687049236
16,-1,4,5.552504422603482
21,16,4,11.831131759747818
29,21,4,8.233859107784314
36,29,4,6.55922053131701
46,36,4,11.228776032133547
58,46,4,1.607053680313357
70,58,4,4.221683225071813
73,70,4,10.964007657371974
93,73,4,3.432359765555162
100,93,4,7.121474497324621
12,-1,2,10.62499297616566
19,12,2,14.542401055383774
42,19,2,2.935823927712883
43,42,2,6.92501245839924
50,43,2,12.895477787507325
65,50,2,11.34820914432216
66,65,2,4.420009564942935
75,66,2,11.181604080113068
81,75,2,1.0672595782757992
82,81,2,6.107892869289285
1,-1,5,13.772028163451154
17,1,5,3.942921180907992
28,17,5,12.757242881555303
32,28,5,4.554488922247556
35,32,5,3.664826690084637
36,35,5,5.060698757909944
38,36,5,2.9943973788170335
46,38,5,7.187896846356225
52,46,5,4.553630876864749
90,52,5,11.533502257061787
3,-1,3,1.5184702635441685
32,3,3,1.4230220372084441
68,32,3,14.82746497214326
69,68,3,4.596700227391687
73,69,3,8.040750717996463
79,73,3,11.006113955773541
83,79,3,5.796272725257214
87,83,3,10.292918794626052
90,87,3,13.166967818505842
94,90,3,3.9289723295224643
12,-1,5,10.081242394092373
27,12,5,2.682131190283637
37,27,5,5.995338756705905
55,37,5,6.397789893701968
62,55,5,2.092542020003669
63,62,5,14.213203951094329
71,63,5,10.754345486821862
73,71,5,1.4282809518492627
86,73,5,5.60908413893956
88,86,5,6.631731064353984
10,-1,2,6.998357371562944
11,10,2,3.150637660085704
28,11,2,5.9811959570900655
36,28,2,13.071235196174936
37,36,2,4.967102850019341
39,37,2,13.321564458793356
54,39,2,10.76820333535964
64,54,2,5.968626983489703
72,64,2,12.91090587217438
84,72,2,9.207586693039303
20,-1,2,3.723554782474496
21,20,2,7.659697511437657
53,21,2,5.597601442223193
62,53,2,1.0287394522958837
65,62,2,11.938365473832508
72,65,2,4.650683537356709
79,72,2,12.617572305895505
82,79,2,11.135812420985904
87,82,2,10.263081688762846
98,87,2,8.32586310659182
11,-1,5,6.010873275160845
16,11,5,10.08329246378639
17,16,5,14.118746457513517
28,17,5,2.021683287227945
29,28,5,3.213708358915183
34,29,5,2.295985803943193
67,34,5,12.774424004853362
77,67,5,13.793118219244722
85,77,5,6.251005741832548
91,85,5,7.593448483330166
7,-1,5,10.289386105114811
8,7,5,11.46358553576441
19,8,5,1.0464493663956176
35,19,5,6.149308140583243
36,35,5,7.326638025436807
38,36,5,4.281258823926518
55,38,5,8.323907915379694
62,55,5,6.050302270062772
67,62,5,3.0026482054604084
99,67,5,12.202800051217277
5,-1,2,10.74944891860735
6,5,2,14.585752400775998
11,6,2,11.43999052374019
20,11,2,2.4119217743396284
26,20,2,8.050059430459129
29,26,2,10.775335672901983
33,29,2,14.638308023418654
83,33,2,14.704177169118037
86,83,2,10.959682019942031
87,86,2,4.392130228899065
27,-1,3,11.464149016846205
30,27,3,9.793675316030383
33,30,3,14.432608737358617
36,33,3,14.403264413569069
44,36,3,9.597499717987093
51,44,3,1.4949558602625816
81,51,3,13.615545545970056
88,81,3,3.362584957985341
91,88,3,14.39056147531271
97,91,3,3.667551283870897
5,-1,4,1.03822729765078
20,5,4,11.923348016693522
37,20,4,9.339291118475273
55,37,4,7.082661975914047
60,55,4,12.185724216810144
68,60,4,3.3306408191795933
71,68,4,7.198485221428005
76,71,4,12.082294033862707
83,76,4,5.179889046247465
92,83,4,10.576207986619611
11,-1,2,13.231608092199599
15,11,2,4.598903099876754
19,15,2,7.49779080314549
21,19,2,13.814978969220643
41,21,2,2.580513249105281
46,41,2,6.478541841586244
53,46,2,6.591016779791753
56,53,2,8.983261842540836
74,56,2,1.306372198695028
80,74,2,11.532102456252167
29,-1,4,11.267559840724836
30,29,4,5.910426829789342
35,30,4,6.501348978853928
40,35,4,9.527641686046415
49,40,4,8.495310579715412
51,49,4,1.7560260478918674
53,51,4,6.045323326850818
59,53,4,11.416784025402608
78,59,4,10.386581498608336
89,78,4,2.058865601630651
4,-1,2,11.717175815135159
13,4,2,3.9982154198526776
37,13,2,10.087371443799407
42,37,2,5.045147119866193
46,42,2,12.882192040522794
52,46,2,13.483161663705319
69,52,2,8.564157081105007
96,69,2,10.76456358342562
97,96,2,2.2610892407253242
99,97,2,5.288784705456617
10,-1,5,10.12885501468236
12,10,5,7.178081529792971
28,12,5,3.0616803534292503
35,28,5,14.731276261450132
39,35,5,12.354322885569188
42,39,5,10.462564555927203
77,42,5,8.351625359205984
79,77,5,10.122579935543103
93,79,5,7.652414732478442
96,93,5,3.2772252817508383
1,-1,3,9.112091466384737
4,1,3,7.701743950349263
27,4,3,13.85444577495257
36,27,3,4.3788971984284375
38,36,3,3.529273412245523
45,38,3,9.474055243183555
54,45,3,1.3347990798865272
84,54,3,7.119440166206446
86,84,3,5.816126703576109
93,86,3,11.468827687195036
2,-1,2,12.422840189440077
13,2,2,7.413716927163753
17,13,2,14.06483937650057
21,17,2,13.730348921444623
47,21,2,13.297096820778982
76,47,2,3.398890489197332
78,76,2,2.577618248068164
87,78,2,3.0560167644810896
90,87,2,13.703869351413392
92,90,2,14.478102406063318
2,-1,5,11.560000669029463
16,2,5,13.376501876886042
27,16,5,6.509779295563849
34,27,5,14.997042481401564
44,34,5,5.578759014532533
53,44,5,9.805050114062414
57,53,5,13.490462054181982
61,57,5,3.999493523545712
62,61,5,8.485431498880946
81,62,5,6.8777791508810155
2,-1,4,5.06768857021993
3,2,4,14.024167447594074
11,3,4,2.278917005069527
16,11,4,14.49952074461349
38,16,4,11.254282538068924
48,38,4,10.585549716351661
60,48,4,11.722319872089663
74,60,4,4.631430749165552
91,74,4,12.94650700138931
95,91,4,13.932882596247017
18,-1,2,11.364320324622962
35,18,2,7.4032851926274645
44,35,2,4.583076990544699
51,44,2,3.7391081728232365
60,51,2,4.278710253762955
67,60,2,14.480076432907202
68,67,2,8.108971807209258
78,68,2,12.166846905526816
89,78,2,3.862233339732197
92,89,2,13.23729522608526
3,-1,4,5.099149968826304
23,3,4,1.4661963120012298
29,23,4,10.688655017824551
47,29,4,9.754259080161896
49,47,4,2.5217915558979898
64,49,4,8.953883741866782
73,64,4,1.422329612489818
75,73,4,9.439883072218844
83,75,4,5.436782716195418
95,83,4,6.1450473597508894
2,-1,2,3.2051668395181556
19,2,2,11.136018611556148
46,19,2,8.702712466169963
50,46,2,13.007197976941718
57,50,2,4.4613354040072215
59,57,2,10.810071052799957
61,59,2,13.405173974408429
75,61,2,2.081790070651243
84,75,2,14.863618858765872
87,84,2,9.65462750708847
22,-1,2,9.778387873598744
27,22,2,2.7894777132123822
29,27,2,10.15117755303118
40,29,2,2.6716706321331483
47,40,2,7.091813389021175
52,47,2,3.0557772096139946
57,52,2,7.378220556936931
73,57,2,5.119398745056968
84,73,2,5.044774801878404
89,84,2,2.7711363340923203
6,-1,5,8.816638533035597
9,6,5,3.752706929903156
16,9,5,5.780846059141597
28,16,5,11.900427330587783
41,28,5,8.793418140758849
78,41,5,8.294267986511569
81,78,5,14.429892226416253
85,81,5,12.79325321123257
89,85,5,2.9100112114153482
97,89,5,6.88908345590174
26,-1,2,13.913768715019774
39,26,2,7.4425696355941735
41,39,2,3.734303444802026
42,41,2,8.711347444689968
46,42,2,8.586088923170033
51,46,2,10.454298201435833
68,51,2,13.910360614487223
77,68,2,10.859871918814614
84,77,2,1.119457593321056
85,84,2,5.184720711592659
21,-1,3,7.853791961897304
28,21,3,12.893651861616805
47,28,3,13.492495661855829
52,47,3,10.058102499080128
54,52,3,10.93576689533641
59,54,3,2.2009345833952882
65,59,3,13.042754267233457
66,65,3,5.760163591453181
69,66,3,3.289869487086724
76,69,3,7.3921367385179195
11,-1,5,8.407224791122832
28,11,5,4.350796726242907
36,28,5,11.913234022421959
44,36,5,6.464563231359345
48,44,5,13.855204735587451
51,48,5,5.361164405231032
56,51,5,13.38329528045317
60,56,5,14.818490234589188
65,60,5,5.6221641158890785
99,65,5,5.4939612143173076
6,-1,4,6.4075921665274285
10,6,4,2.1434087400645954
15,10,4,12.736426599623545
22,15,4,14.188793205891415
27,22,4,8.252765988944656
38,27,4,13.506401157596594
61,38,4,6.971814284223045
68,61,4,4.0010872377009665
90,68,4,10.132125142218499
99,90,4,14.947293661593154
7,-1,5,10.029837039578489
9,7,5,5.473321000294036
19,9,5,11.47068564254664
21,19,5,9.692696551958424
24,21,5,12.07986326672432
27,24,5,9.476987392959254
46,27,5,1.2389943804330172
60,46,5,11.147993234954491
66,60,5,7.834027073576724
92,66,5,8.959323617909636
4,-1,2,11.3714052545399
17,4,2,12.424771514981673
22,17,2,12.321243963578581
39,22,2,9.56504859407146
52,39,2,6.044835373124731
53,52,2,13.546858077965856
57,53,2,2.140816196306565
70,57,2,13.401559935738101
75,70,2,11.292034980767074
97,75,2,12.371242005584389
4,-1,5,6.76404504231843
5,4,5,2.3264138580361617
15,5,5,10.852307201444484
23,15,5,9.561650841688882
37,23,5,5.133784107161962
54,37,5,3.6303818686415563
70,54,5,14.793334131332283
71,70,5,11.630654920595942
73,71,5,8.954095274651525
99,73,5,11.712695900604466
16,-1,3,9.2894870078339
18,16,3,11.248165566453757
22,18,3,11.418004502162733
28,22,3,5.012578069132973
64,28,3,13.919546169850719
68,64,3,12.759456513258007
70,68,3,14.804975864090322
71,70,3,8.635170793561652
82,71,3,10.068214485087262
89,82,3,10.057711839343973
9,-1,3,4.603084334043137
13,9,3,5.836704792805249
14,13,3,7.999454531343597
18,14,3,6.724827967296923
28,18,3,5.518667467612371
29,28,3,7.70349085883529
42,29,3,13.128232668521584
62,42,3,11.049165130828518
88,62,3,14.096738927653197
97,88,3,10.75234986127903
2,-1,5,8.72980508573486
10,2,5,8.012259927535375
20,10,5,10.189952601562211
28,20,5,14.105206962048404
32,28,5,7.698365623026308
49,32,5,5.618143953067932
56,49,5,2.3425008917929344
57,56,5,10.349558701318031
78,57,5,3.2721819683369735
79,78,5,13.279918668942765
1,-1,4,9.725185465013848
9,1,4,1.6229107052123233
21,9,4,6.272747049215442
25,21,4,4.602630554409298
32,25,4,4.710265086210317
38,32,4,9.43512999782382
50,38,4,5.17316642939146
52,50,4,11.414463671608992
85,52,4,8.671639176410793
99,85,4,2.9109712403874157
6,-1,3,7.84398391902247
8,6,3,8.46284049630023
13,8,3,13.459729537124732
34,13,3,3.000410595723539
42,34,3,2.8642746059379016
54,42,3,2.2663540289707296
59,54,3,5.279874189218607
62,59,3,5.196240232346799
70,62,3,8.750997190878557
86,70,3,3.8312690663326254
9,-1,4,7.595633398499967
11,9,4,9.199974187871133
36,11,4,4.234023151449862
42,36,4,5.3396847883344085
46,42,4,3.530797671992107
49,46,4,12.425371255823979
53,49,4,1.5614316298945994
63,53,4,6.599018878777015
75,63,4,9.15016400427813
94,75,4,10.086323740920708
5,-1,5,13.339991200879128
7,5,5,2.079533091051677
15,7,5,10.062757965582518
24,15,5,11.223007625462204
32,24,5,2.0237873599461915
38,32,5,1.2906506968236835
71,38,5,2.661533353548489
79,71,5,5.510278967353721
91,79,5,12.068674069566185
92,91,5,7.942566596182513
17,-1,4,8.977432864870847
18,17,4,3.3870136704764806
19,18,4,1.2107656570243863
23,19,4,5.732112982693396
45,23,4,9.249706059450347
65,45,4,2.218474160789782
68,65,4,4.7804507484910586
80,68,4,13.40636049928125
82,80,4,5.175392789615879
87,82,4,12.707116818744398
6,-1,2,9.713410106003394
9,6,2,12.481361209525
14,9,2,12.518398085529983
22,14,2,8.376590172869363
56,22,2,10.713494336773659
59,56,2,9.824190735480302
71,59,2,2.7988100227412724
74,71,2,14.31255616273366
79,74,2,12.315592715310038
86,79,2,1.1068420631980227
2,-1,2,1.42424554396575
3,2,2,1.9839881089145286
11,3,2,6.75501501318104
40,11,2,1.8084145796485858
50,40,2,6.686055346656632
56,50,2,7.945073590968161
70,56,2,13.072918818003744
75,70,2,5.419900593610938
90,75,2,13.445125454436099
95,90,2,11.32598771545351
2,-1,4,11.223224543611623
11,2,4,6.3472438710977
19,11,4,13.2775647635809
24,19,4,6.763052067149069
26,24,4,13.23861551053487
47,26,4,7.886451823920874
50,47,4,11.68675259658404
53,50,4,10.931703164724738
65,53,4,6.372874251717389
94,65,4,14.746087973968868
1,-1,3,4.297749490179646
21,1,3,13.837556934826614
25,21,3,3.0057935074811253
29,25,3,9.377949461135852
52,29,3,8.477353863593715
53,52,3,2.6481687420530005
55,53,3,6.343261707475807
62,55,3,9.408683462834892
80,62,3,9.769874027188042
86,80,3,2.0899514214466217
4,-1,2,3.8729086131607233
30,4,2,8.20436740815731
40,30,2,5.4201280106748175
50,40,2,12.730425857005184
64,50,2,13.535535830395816
71,64,2,7.193564694912984
73,71,2,2.543049271613266
78,73,2,11.538266814227475
81,78,2,2.3311287187241265
94,81,2,10.529798292603159
5,-1,3,3.7546680940036907
50,5,3,2.709716854085171
53,50,3,1.4123981789969837
55,53,3,9.966192040571297
64,55,3,14.797342110181955
69,64,3,13.846868882735203
70,69,3,3.784999596626089
83,70,3,12.662680466423907
86,83,3,9.191140737657404
95,86,3,9.342591349309199
5,-1,3,3.059482306223514
7,5,3,6.130760403707261
12,7,3,4.185113206911252
13,12,3,8.392184542791197
20,13,3,9.313444759281769
31,20,3,9.149626756813944
36,31,3,2.819204459009762
66,36,3,10.291015553268862
75,66,3,14.10251603589939
81,75,3,8.735536386667343
4,-1,3,1.8737712826725312
7,4,3,10.358809425661956
29,7,3,5.405664150060813
31,29,3,9.665742550325865
42,31,3,10.72175369033576
53,42,3,4.359429529142959
59,53,3,3.834923940788702
66,59,3,9.258337731993908
77,66,3,11.994891409844898
93,77,3,13.927431044067568
7,-1,3,2.277293700001983
27,7,3,11.164436851901053
29,27,3,13.853924112780685
40,29,3,4.7421423713662865
42,40,3,11.486058064150644
55,42,3,9.91976764775457
56,55,3,13.971770838897287
62,56,3,9.828101462265186
63,62,3,5.126521324581891
65,63,3,4.399476376213702
30,-1,5,9.967989225169728
36,30,5,14.353586072202763
39,36,5,1.6151198855764113
41,39,5,12.84469479283085
56,41,5,14.328529667105489
63,56,5,10.11504628047563
68,63,5,13.215673173316492
84,68,5,13.263930426691116
89,84,5,3.578301790676276
94,89,5,10.629263692989745
9,-1,4,14.917814381084064
12,9,4,8.825450458139956
36,12,4,14.497654520840198
38,36,4,13.88629663339746
51,38,4,4.74993231132694
57,51,4,6.277393192959019
65,57,4,3.4961779315193553
75,65,4,4.533319629170393
77,75,4,4.039320819261574
78,77,4,9.235712165647117
11,-1,4,11.192240746027284
23,11,4,7.199475013998585
25,23,4,3.79777321893868
39,25,4,12.768126746850918
66,39,4,2.980839363957153
76,66,4,4.615775501738348
79,76,4,6.337758258154607
82,79,4,2.6958540937556963
91,82,4,13.125812076883207
97,91,4,10.753916397790181
21,-1,4,11.764101815275147
35,21,4,1.1407495418587534
56,35,4,5.513673477981597
72,56,4,11.752287091978864
75,72,4,12.08798051685546
76,75,4,5.601632080630918
77,76,4,9.145089660046938
90,77,4,12.245198402381918
94,90,4,5.781651329962132
98,94,4,10.158414922706875
9,-1,4,4.49833160345774
10,9,4,13.813345151015506
17,10,4,12.693048537375098
20,17,4,13.493385180438597
59,20,4,1.3613491272792886
61,59,4,10.254811603955197
63,61,4,14.988832694719154
72,63,4,14.44215639087343
79,72,4,10.309274079725082
91,79,4,4.568506686572718
6,-1,4,8.267233509171781
40,6,4,5.7754663854458155
43,40,4,7.261185095163965
47,43,4,10.487169890339906
53,47,4,5.2295442032952675
60,53,4,14.88116641101472
61,60,4,6.514217805367231
66,61,4,7.8841271383385525
76,66,4,8.345195928539699
87,76,4,8.078991693790972
35,-1,2,14.678774970452947
42,35,2,9.088653084407923
61,42,2,7.673895616014473
64,61,2,1.3225411729228627
65,64,2,10.75492243042212
76,65,2,13.642868237011477
82,76,2,6.376912151202018
88,82,2,4.17553579482492
97,88,2,11.719943683149854
99,97,2,12.734169180662628
6,-1,4,11.213245524146648
11,6,4,9.857246161567025
26,11,4,3.994770142803873
28,26,4,12.398873098716129
29,28,4,8.32037820487431
32,29,4,3.052821294860891
60,32,4,1.9259207248858703
65,60,4,6.800175293638453
78,65,4,10.628209388355081
98,78,4,4.226250242041938
1,-1,2,13.021733880286863
9,1,2,4.007288333976974
14,9,2,4.268057258839011
47,14,2,8.4662526860246
51,47,2,5.718631104320702
55,51,2,2.3118985792575084
79,55,2,3.5381533053999115
80,79,2,12.70455656805807
91,80,2,1.8095481356136505
96,91,2,1.1042763223232501
1,-1,4,14.966349610797918
10,1,4,6.649130069111391
17,10,4,5.851925020568447
29,17,4,7.64360593011066
48,29,4,9.27629023459308
49,48,4,10.18989851242499
50,49,4,11.070010199923201
77,50,4,2.0349408670945923
83,77,4,13.723545474194394
100,83,4,1.5807441447622945
19,-1,5,4.871692602426204
31,19,5,14.896423275425423
39,31,5,8.944235034322007
43,39,5,13.426817943069025
47,43,5,4.110287598172045
50,47,5,7.307478774725483
57,50,5,6.987011465605823
87,57,5,5.008333346313995
92,87,5,11.315862907552997
99,92,5,2.420072026617466
2,-1,5,10.0353723279568
26,2,5,8.279834714081659
41,26,5,5.4255861002340495
48,41,5,4.099003535482753
60,48,5,1.9006807372293155
67,60,5,1.942860725708141
68,67,5,5.151329996825416
72,68,5,14.164865940260004
86,72,5,8.265177443350982
94,86,5,14.653343523856101
12,-1,3,11.386431046026557
22,12,3,8.630510990757681
31,22,3,12.214067262090335
35,31,3,5.503668139848008
39,35,3,6.880222194626567
67,39,3,12.976386352526202
75,67,3,14.265302639457412
87,75,3,12.518587871568357
88,87,3,13.874543517189268
98,88,3,14.001601693971057
29,-1,5,7.032667825441967
34,29,5,8.019172088553386
39,34,5,3.585129355917992
42,39,5,6.970348681819072
52,42,5,12.457557418803358
53,52,5,3.683304830452518
54,53,5,14.663402247081576
59,54,5,10.284944140775302
62,59,5,7.1374787944543465
69,62,5,9.717007811742016
1,-1,2,12.165411752098654
5,1,2,5.072754424755483
8,5,2,8.580074797971044
23,8,2,3.375670084096604
60,23,2,13.182046923055754
64,60,2,1.2387703351393793
66,64,2,4.903272610403647
70,66,2,4.080287687216859
77,70,2,10.834227198718308
80,77,2,8.545289221639443
1,-1,3,3.4263701470007044
13,1,3,4.317104923158979
23,13,3,5.184612041495095
29,23,3,6.7795037483681435
42,29,3,14.421159543254275
71,42,3,10.762419204997475
72,71,3,9.027623555611276
85,72,3,5.609433149297388
90,85,3,6.361946033750588
97,90,3,9.90508299503298
25,-1,5,10.89515208014309
42,25,5,5.778033072992919
50,42,5,14.10136633349747
57,50,5,12.659087210984666
59,57,5,12.108043617354317
76,59,5,10.842435483585417
80,76,5,7.200211747098827
83,80,5,3.887998568382388
91,83,5,14.88133088263675
93,91,5,10.105526971664649
1,-1,4,6.834828309136529
6,1,4,7.166082989841092
12,6,4,9.845470784495102
22,12,4,1.6026863992746536
23,22,4,2.268537131393293
30,23,4,13.131455036058592
43,30,4,6.299713273739731
84,43,4,12.97933469010739
98,84,4,3.7386915576250654
100,98,4,7.088482936038499
8,-1,4,9.998438374451604
14,8,4,1.529865998194514
22,14,4,2.0491406915473798
26,22,4,5.217334931948547
39,26,4,13.825705925748329
43,39,4,2.818632310594111
71,43,4,5.084589021158435
80,71,4,1.9745491867167566
81,80,4,10.450821143353284
85,81,4,2.610749208065507
4,-1,4,8.565093965458574
20,4,4,13.580337582593808
31,20,4,12.940621789734458
32,31,4,2.859012003633029
45,32,4,5.89051348104404
51,45,4,8.111217914650597
52,51,4,5.323528128097936
57,52,4,10.375383917097404
68,57,4,3.9629368397405873
73,68,4,14.866731377768957
2,-1,5,13.32795375776556
4,2,5,13.551125442271367
18,4,5,8.30263714229931
29,18,5,10.119259554919843
36,29,5,13.361241630955027
46,36,5,14.440569090083066
55,46,5,6.024104093581224
83,55,5,11.334124505907871
85,83,5,9.500139790011456
96,85,5,7.865677858775339
